id,name,name_urdu,city,province,type,category,campuses,chartered_by,established_year,website,image_url,google_map_url,distance_education,phone,email,ranking,fee_range_max,has_hec_scholarship,has_usaid_scholarship,financial_aid_office,scholarship_details,programs,scholarship_programs
uni_59,Government Sadiq College Women University,Government Sadiq College Women University,Bahawal Pur,Punjab,Public,General,Bahawal Pur,Government of Punjab,2015,http://www.gscwu.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/Govt.%20Sadiq%20Women%20University.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3476.0166272637935!2d71.6927050146219!3d29.39906965572562!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b90eb306e1bc1%3A0x969a9908097d5f05!2sThe+Government+Sadiq+College+Women+University+Bahawalpur+Pakistan+-+GSCWU!5e0!3m2!1sen!2s!4v1468916606732,False,+92-62-2284803,info@governmentsadiqcollegewomenuniversity.edu.pk,,93000,False,False,"Government Sadiq College Women University, Bahawalpur. +92-62-2284803, +92-62 9250075",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_60,Greenwich University,Greenwich University,Karachi,Sindh,Private,General,Karachi,Government of Sindh,1998,http://www.greenwichuniversity.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3622.226058454567!2d67.04734221452205!3d24.787711654275235!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33ce057f6836d%3A0x71f51fbb642e3d9c!2sGreenwich+University!5e0!3m2!1sen!2s!4v1468949469263,False,+92-21-35840397-98,info@greenwichuniversity.edu.pk,,350000,False,False,"DK-10, 38th Street, Darkshan, DHA, Phase 6, Karachi 75500. +92-21-35840397-98, +92-21-35847663, +92-21-35847664 +92-21-35842270, UAN:(92)(21) 111 202 303",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_61,Habib University,Habib University,Karachi,Sindh,Private,General,Karachi,Government of Sindh,2012,http://www.habib.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.7862389029046!2d67.13549821452446!3d24.905272049594725!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33906ead1899d%3A0x3c0681e6f7d5dc14!2sHabib+University!5e0!3m2!1sen!2s!4v1468950071833,False,+92-21-111-042 242,info@habibuniversity.edu.pk,,350000,False,False,"Habib University Foundation147, Block 7 & 8 Banglore Cooperative Housing SocietyTipu Sultan Road Karachi – 75350. +92-21-111-042 242",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_62,Hajvery University,Hajvery University,Lahore,Punjab,Private,General,Lahore,Government of Punjab,2002,http://www.hajvery.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/Hajvery-University-logo.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3401.8636318565536!2d74.35530121467356!3d31.50043195527914!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919044adbe6181f%3A0x339e44dede6d4732!2sHajvery+University+(HU)%2C+Main+Campus!5e0!3m2!1sen!2s!4v1468917061151,False,+92-42-35717130-1,info@hajveryuniversity.edu.pk,,350000,False,False,"43-52 Industrial Area Gulberg III, Lahore. +92-42-35717130-1, +92-42-111 777 007",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_63,Hamdard University,Hamdard University,Karachi,Sindh,Private,General,Islamabad; Karachi,Government of Sindh,1992,http://www.hamdard.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3619.4993038346556!2d67.05958131452392!3d24.880944850564916!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33eec4e7d368f%3A0x4708182740e2c3d1!2sHamdard+University!5e0!3m2!1sen!2s!4v1468950623453,False,+92-21-36440030021,info@hamdarduniversity.edu.pk,,350000,False,False,"Madinat-al-Hikmah, Sharea Madinat al-Hikmah, Muhammad Bin Qasim Avenue, Karachi 74600. +92-21-36440030021, +92-21-36440017 +92-21-36440030",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_64,"Hands Institute of Development Studies, Karachi","Hands Institute of Development Studies, Karachi",Karachi,Sindh,Private,General,Mian Campus,Government of Sindh,2023,https://hands-ids.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/Hands%20Institute%20Karachi.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3616.3584065376426!2d67.21145247443421!3d24.98793464014666!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb349b77adb493b%3A0x78e9c4e5be98453a!2sHANDS-Institute%20of%20Development%20Studies%2C%20Karachi!5e0!3m2!1sen!2s!4v1706524562185!5m2!1sen!2s,False,021-38102402,registrar@hands-ida.edu.pk,,350000,False,False,"Plot No. 158, Off M9 (Karachi-Hyderabad) Motorway, Gaddap Road, Near Baqai University, Karachi-Pakistan Tel # registrar@hands-ida.edu.pk Email: 021-38102402",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_65,Hazara University,Hazara University,Mansehra,Khyber Pakhtunkhwa,Public,General,Mian Campus; Mansehra,Government of Khyber Pakhtunkhwa,1997,http://www.hu.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3291.2121746173916!2d73.24854601475148!3d34.42136530563581!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38de17bf9b773903%3A0x8fa215c25efb071a!2sHazara+University+Mansehra!5e0!3m2!1sen!2s!4v1468674690391,False,+92-997-530732,info@hazarauniversity.edu.pk,,93000,False,False,"Dhodial, Mansehra +92-997-530732, +92-997-414121",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_66,"Health Services Academy (HSA), Islamabad","Health Services Academy (HSA), Islamabad",Islamabad,Islamabad Capital Territory,Public,General,Mian Campus,Government of Pakistan,2018,http://www.hsa.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/Health%20Services%20Academy%20Islamabad.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3319.7900456422517!2d73.13955521475596!3d33.68850024425887!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfea78d7ce7d4f%3A0xd100eb5820997738!2sHealth%20Services%20Academy!5e0!3m2!1sen!2s!4v1582177216410!5m2!1sen!2s,False,+92-51-9255590-94,academy@hsa.edu.pk,,105000,False,False,"Opposite National Institute of Health (NIH), Islamabad Tel # +92-51-9255590-94, Fax # +92-51-9255591 Email: academy@hsa.edu.pk",Scholarship availability and coverage must be verified with the university financial aid office.,"MBBS,BDS,Pharm-D,Nursing,Biotechnology,Public Health,Doctor of Physical Therapy",
uni_67,HITEC University,HITEC University,Rawalpindi,Punjab,Private,General,Rawalpindi,Government of Punjab,2009,http://www.hitecuni.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3318.391335751914!2d72.81715611475691!3d33.72469544236821!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfa3f13c5d1479%3A0x8b05f08f3d3a0c95!2sHITEC+University!5e0!3m2!1sen!2s!4v1468911380644,False,+92-51-4908142,info@hitecuniversity.edu.pk,,350000,False,False,"Museum Road Taxila Cantt. +92-51-4908142, +92-51-3010514, +92-51-908146-50",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_68,Hyderabad Institute for Technology & Management Sciences,Hyderabad Institute for Technology & Management Sciences,Hyderabad,Sindh,Public,General,Mian Campus,Government of Pakistan,2021,http://www.hec.gov.pk,https://www.hec.gov.pk/english/universities/PublishingImages/HEC.gif,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3605.9512415694394!2d68.35894247444666!3d25.33941712592736!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394c710070cc47db%3A0xaa037a78ba326c66!2sHYDERABAD%20INSTITUTE%20FOR%20TECHNOLOGY%20AND%20MANAGEMENT%20SCIENCES!5e0!3m2!1sen!2s!4v1725443566519!5m2!1sen!2s,False,92-22-3823752,rectorhitmshyd@gmail.com,,57000,False,False,Tell # 92-22-3823752 Email: rectorhitmshyd@gmail.com,Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_69,"Ibadat International University, Islamabad","Ibadat International University, Islamabad",Islamabad,Islamabad Capital Territory,Private,General,Mian Campus,Government of Pakistan,2021,https://iiui.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/IBADAT%20International%20University%20Islamabad%20Logo.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3324.3123180133816!2d73.23278661468595!3d33.57123935037245!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfee56eaa66a77%3A0x5571fb34fd106359!2sUniversity%20Of%20Lahore!5e0!3m2!1sen!2s!4v1634536554486!5m2!1sen!2s,False,0092-51-4486422-25,info@iiui.edu.pk,,350000,False,False,"6.7 Km, Japan Road, Sihala Islamabad-Pakistan Tel # 0092-51-4486422-25 UAN # 0092-51-111-448-448, Email: info@iiui.edu.pk",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_70,"Ibn-e-Sina University, Mirpurkhas","Ibn-e-Sina University, Mirpurkhas",Mirpur Khas,Sindh,Private,General,Mian Campus,Government of Sindh,2022,https://isu.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/IBN-E-SINA%20UNIVERSITY.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3600.7253550628757!2d68.9567406!3d25.514204600000003!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394eab4756b57827%3A0x439377dbbcea525e!2sIbn-e-Sina%20University%2C%20Mirpurkhas!5e0!3m2!1sen!2s!4v1688537144542!5m2!1sen!2s,False,+92-0233 821503,info@isu.edu.pk,,350000,False,False,"Mirpurkhas, Sindh-Pakistan Email: info@isu.edu.pk Tel # +92-0233 821503",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_71,ILMA University,ILMA University,Karachi,Sindh,Private,General,Karachi,Government of Sindh,2003,http://www.ibt.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/ILMA%20Karachi.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.2623626145246!2d67.08815391452474!3d24.923130648881873!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f344545bec7%3A0x57b6813e63e0de6c!2sInstitute+of+Business+%26+Technology+(Biztek)+Gulshan+Executive+Campus!5e0!3m2!1sen!2s!4v1468987641190,False,+92-21-35120462,info@ilmauniversity.edu.pk,,350000,False,False,"Main Ibrahim Hydri Road, Korangi Creek, Karachi. +92-21-35120462, +92-21-35091872, +92-21-35120461",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_72,Imperial College of Business Studies,Imperial College of Business Studies,Lahore,Punjab,Private,General,Lahore,Government of Punjab,2002,http://www.imperial.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/Imperial%20College%20Lahore.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3405.578740577773!2d74.16846641467093!3d31.398177160308244!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919039c71bb77fb%3A0x708216212e8a42cd!2sImperial+College+of+Business+Studies!5e0!3m2!1sen!2s!4v1468917451828,False,+92-42-35978525-32,info@imperialcollegeofbusinessstudies.edu.pk,,350000,False,False,"Canal Bank Road Near Bahria Chowk, Lahore 53720. +92-42-35978525-32",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_73,Indus University,Indus University,Karachi,Sindh,Private,General,Karachi,Government of Sindh,2004,http://www.indus.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3619.0056897599616!2d67.0776884145242!3d24.897787549893255!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33ed99b197d7d%3A0xf77ba28a91dce806!2sIndus+University!5e0!3m2!1sen!2s!4v1468954617139,False,+92-21-34977457,info@indusuniversity.edu.pk,,350000,False,False,"ST-2D, Block-17, Adjacent National Stadium Gulshan-e Iqbal, Opp: Mushriq Centre, Karachi. +92-21-34977457, +92-21- 34801430-35 +92-21-34811723, +92-21-34977457",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_74,Indus Valley School of Art & Architecture,Indus Valley School of Art & Architecture,Karachi,Sindh,Private,General,Karachi,Government of Sindh,1994,http://www.indusvalley.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3621.5290479993046!2d67.0133936145225!3d24.811575053326795!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33d9a30d16fb1%3A0xc254b52219b282f!2sIndus+Valley+School+of+Art+and+Architecture!5e0!3m2!1sen!2s!4v1468986967270,False,+92-21-111-111-487,info@indusvalleyschoolofartarchitecture.edu.pk,,350000,False,False,"Street 33, Block 2, Scheme-5, Clifton, Karachi.75600 +92-21-111-111-487 Ext: 201,+92-21-35861055 +92-21-35861039-40",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_75,Information Technology University of the Punjab,Information Technology University of the Punjab,Lahore,Punjab,Public,Engineering & Technology,Lahore,Government of Punjab,2012,http://www.itu.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/information%20Technology%20University.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3402.7564410211944!2d74.34007021467293!3d31.475885456487656!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39190427235b67ed%3A0x80c2ec5016353f7d!2sInformation+Technology+University!5e0!3m2!1sen!2s!4v1468917848943,False,+92-42-99232124,info@informationtechnologyuniversityofthepunjab.edu.pk,,69000,False,False,"6th Floor, Arfa Software Technology Park, Ferozepur Road, Lahore. +92-42-99232124, +9242-99232538, +92-42-99231170  +92-42-99231171",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_76,Institute for Art and Culture,Institute for Art and Culture,Lahore,Punjab,Private,Arts & Design,Mian Campus,Government of Pakistan,2018,http://www.iac.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/ICA%20lahore.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d108904.94386251722!2d74.21943809568651!3d31.46149684090966!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x27a4185da643510b!2sUniversity+Of+Culture+%26+Arts!5e0!3m2!1sen!2s!4v1530859914943,False,+92 42 32590040-7,info@iac.edu.pk,,350000,False,False,"Mian Riwand Road, Lahore Pakistan Tel: +92 42 32590040-7 Email: info@iac.edu.pk",Scholarship availability and coverage must be verified with the university financial aid office.,"Fine Arts,Architecture,Graphic Design,Textile Design,Fashion Design,Film & TV",
uni_77,Institute of Business Administration,Institute of Business Administration,Karachi,Sindh,Public,General,Karachi,Government of Sindh,1994,http://www.iba.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3617.727939488924!2d67.11166631452512!3d24.941336448154768!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb338bcd01921f5%3A0x5fd98736c5530784!2sInstitute+of+Business+Administration+Karachi+Main+Campus!5e0!3m2!1sen!2s!4v1468987205636,False,+92-21-38104700-1,info@instituteofbusinessadministration.edu.pk,,93000,False,False,"Main Campus University Road, Karachi. +92-21-38104700-1",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_78,Institute of Business Managementhttp://www.iobm.edu.pk,Institute of Business Managementhttp://www.iobm.edu.pk,Karachi,Sindh,Private,General,Karachi,Government of Sindh,1998,http://www.iobm.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3621.499799637227!2d67.11483111452256!3d24.812575953286846!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33b7680aed395%3A0x21d3c8026afe14ce!2sCollege+of+Business+Management!5e0!3m2!1sen!2s!4v1468988030182,False,+92-21-35091684,info@instituteofbusinessmanagementhttpwwwiobmedupk.edu.pk,,350000,False,False,"Korangi Creek, Karachi-75190, Pakistan. +92-21-35091684, +92-21-350 91907",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_79,Institute of Management Sciences,Institute of Management Sciences,Lahore,Punjab,Private,General,Lahore,Government of Punjab,2002,http://www.pakaims.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3401.6522691786568!2d74.33740471467368!3d31.506240554993017!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919044337da7039%3A0x4aef7cf6ff38111c!2sThe+Institute+of+Management+Sciences!5e0!3m2!1sen!2s!4v1468918608446,False,+92-42-35751115-8,info@instituteofmanagementsciences.edu.pk,,350000,False,False,"23-E-III, Gulberg-III, Lahore. +92-42-35751115-8, +92-42-35758664",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_80,Institute of Management Sciences (2),Institute of Management Sciences (2),Peshawar,Khyber Pakhtunkhwa,Public,General,Peshawar,Government of Khyber Pakhtunkhwa,2002,http://www.imsciences.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3309.3368615679483!2d71.41474691473859!3d33.95818023012958!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d910770b07434b%3A0xf26b39f7ba7ce17c!2sInstitute+of+Management+Sciences%2C+Peshawar!5e0!3m2!1sen!2s!4v1468675223460,False,+92-91-9219542,info@instituteofmanagementsciences2.edu.pk,,57000,False,False,"I-A, Sector E-5, Phase-VII, Hayatabad, Peshawar. +92-91-9219542",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_81,Institute of Southern Punjab,Institute of Southern Punjab,Multan,Punjab,Private,General,Multan,Government of Punjab,2010,http://isp.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3445.074533592539!2d71.4952745146434!3d30.291939713794218!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3924cb4a94712d7d%3A0x68df50fd7a98ee6a!2sInstitute+of+Southern+Punjab+-+Main+Campus!5e0!3m2!1sen!2s!4v1468919160231,False,+92-61-111-477-78600,info@instituteofsouthernpunjab.edu.pk,,350000,False,False,"City Campus: 31-A Gulgasht, Multan. +92-61-111-477-78600, +92-61-621-11-11",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_82,Institute of Space Technology,Institute of Space Technology,Islamabad,Islamabad Capital Territory,Public,General,Islamabad,Government of Pakistan,2005,http://www.ist.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/IST%20Islamabad.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3326.269542754321!2d73.17372931455918!3d33.52037698075402!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dff206d49e3247%3A0xc36973d93ffa92c5!2sInstitute+of+Space+Technology!5e0!3m2!1sen!2s!4v1466931070413,False,+92-51-9075100,info@instituteofspacetechnology.edu.pk,,81000,False,False,"+92-51-9075100, +92-51-9273310",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_83,"International Institute of Science, Arts and Technology, Gujranwala","International Institute of Science, Arts and Technology, Gujranwala",Gujranwala,Punjab,Private,General,Mian Campus,Government of Pakistan,2022,https://www.iisat.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/IISAT%20Gujranwala.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3376.548883708704!2d74.22049881448424!3d32.18943748115333!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x391ed7953afcdf61%3A0xdf79015963dad1a2!2sInternational%20Institute%20of%20Science%2C%20Art%20and%20Technology%20(IISAT)!5e0!3m2!1sen!2s!4v1663323784950!5m2!1sen!2s,False,+92 55 3200003-5,info@iisat.edu.pk,,350000,False,False,"Lahore Road near Sialkot Bypass,  Gujranwala-Punjab  Tel # +92 55 3200003-5 Email: info@iisat.edu.pk",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_84,International Islamic University,International Islamic University,Islamabad,Islamabad Capital Territory,Public,General,Islamabad,Government of Pakistan,1985,http://www.iiu.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3320.8424839304407!2d73.02646271456402!3d33.66124308071406!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df95906a03cfff%3A0x2b2f1c1c99b676ce!2sInternational+Islamic+University+Islamabad+(IIUI)!5e0!3m2!1sen!2s!4v1466931342212,False,+92-51-9257988,info@internationalislamicuniversity.edu.pk,,105000,False,False,"New Campus, Sector H-10, Islamabad +92-51-9257988, +92-51-9019616",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_85,Iqra National University,Iqra National University,Peshawar,Khyber Pakhtunkhwa,Private,General,Mian Campus; Peshawar,Government of Khyber Pakhtunkhwa,2011,http://www.inu.edu.pk,https://www.hec.gov.pk/Style%20Library/HEC/images/HEC%20ICON-12.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3308.72482456202!2d71.44082851473908!3d33.97391162930221!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d9173b79ac76f7%3A0x9dff2240be2063b1!2sIqra+National+University!5e0!3m2!1sen!2s!4v1468675924514,False,+92-91-5822 852091,info@iqranationaluniversity.edu.pk,,350000,False,False,"Phase-II, Hayatabad Peshawar +92-91-5822 852091 +92-91-5822982 (Direct)",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_86,Iqra University,Iqra University,Karachi,Sindh,Private,General,Islamabad; Karachi; Quetta,Government of Sindh,2000,http://www.iqra.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.227918724166!2d67.08161761452476!3d24.924304398835027!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f37c03d4f5f%3A0x9e60b0e65a80317f!2sIqra+University%2C+Karachi%2C+Pakistan!5e0!3m2!1sen!2s!4v1468988480747,False,+92-21-35310802,info@iqrauniversity.edu.pk,,350000,False,False,"Defence View, Shaheed-e-Millat Road, (Ext), Karachi. +92-21-35310802, +92-21-35310818",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_87,Islamia College Peshawar,Islamia College Peshawar,Peshawar,Khyber Pakhtunkhwa,Public,General,Peshawar,Government of Khyber Pakhtunkhwa,2008,http://www.icp.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3307.7121172677953!2d71.4737675147398!3d33.99992752793354!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d910d324a9cf0d%3A0xf2df847901c6501!2sIslamia+College+University+Peshawar!5e0!3m2!1sen!2s!4v1468695467553,False,+92-91-9216009,info@islamiacollegepeshawar.edu.pk,,69000,False,False,"Jamrod Road, University Campus,Peshawar. +92-91-9216009",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
